--------- beginning of main
02-17 05:49:14.530  7746  9658 D CCodecConfig:   string output.media-type.value = "audio/raw"
02-17 05:49:14.530  7746  9658 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
02-17 05:49:14.530  7746  9658 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
02-17 05:49:14.530  7746  9658 D CCodecConfig: }
02-17 05:49:14.531  7746  9658 D CCodec  : [c2.android.vorbis.decoder] buffers are bound to CCodec for this session
02-17 05:49:14.531  7746  9658 D CCodecConfig: no c2 equivalents for durationUs
02-17 05:49:14.531  7746  9658 D CCodecConfig: no c2 equivalents for track-id
02-17 05:49:14.531  7746  9658 D CCodecConfig: no c2 equivalents for csd-1
02-17 05:49:14.531  7746  9658 D CCodecConfig: no c2 equivalents for flags
02-17 05:49:14.531  7746  9658 D CCodecConfig: c2 config diff is   c2::u32 coded.bitrate.value = 96000
02-17 05:49:14.531  7746  9658 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
02-17 05:49:14.531  7746  9658 W Codec2Client: query -- param skipped: index = 1107298332.
02-17 05:49:14.531  7746  9658 D CCodec  : encoding statistics level = 0
02-17 05:49:14.531  7746  9658 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t bitrate = 96000
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t channel-count = 1
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t max-input-size = 32768
02-17 05:49:14.531  7746  9658 D CCodec  :   string mime = "audio/vorbis"
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t sample-rate = 44100
02-17 05:49:14.531  7746  9658 D CCodec  : }
02-17 05:49:14.531  7746  9658 D CCodec  : setup formats output: AMessage(what = 0x00000000) = {
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t buffer-batch-max-output-size = 0
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t buffer-batch-threshold-output-size = 0
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t channel-count = 1
02-17 05:49:14.531  7746  9658 D CCodec  :   string mime = "audio/raw"
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t sample-rate = 44100
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t channel-mask = 1
02-17 05:49:14.531  7746  9658 D CCodec  :   int32_t android._config-pcm-encoding = 2
02-17 05:49:14.531  7746  9658 D CCodec  : }
02-17 05:49:14.531  7746  9658 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 05:49:14.531  7746  9658 W Codec2Client: query -- param skipped: index = 1342179345.
02-17 05:49:14.531  7746  9658 W Codec2Client: query -- param skipped: index = 2415921170.
02-17 05:49:14.532  7746  9658 D CCodecBufferChannel: [c2.android.vorbis.decoder#733] Created input block pool with allocatorID 16 => poolID 33 - OK (0)
02-17 05:49:14.532  7746  9658 I CCodecBufferChannel: [c2.android.vorbis.decoder#733] Created output block pool with allocatorID 16 => poolID 72 - OK
02-17 05:49:14.532  7746  9658 D CCodecBufferChannel: [c2.android.vorbis.decoder#733] Configured output block pool ids 72 => OK
02-17 05:49:14.554  7746  9658 D CCodecBufferChannel: [c2.android.vorbis.decoder#733] MediaCodec discarded an unknown buffer
02-17 05:49:14.554  7746  9658 D CCodecBufferChannel: [c2.android.vorbis.decoder#733] MediaCodec discarded an unknown buffer
02-17 05:49:14.554  7746  9658 D CCodecBufferChannel: [c2.android.vorbis.decoder#733] MediaCodec discarded an unknown buffer
02-17 05:49:14.554  7746  9658 I hw-BpHwBinder: onLastStrongRef automatically unlinking death recipients
02-17 05:49:14.599  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 05:49:14.599  7746  7746 D ImeBackDispatcher: updateReceivingDispatcher (mQueuedReceive.size=1)
02-17 05:49:14.599  7746  7746 D ImeBackDispatcher: Unregister received callback id=122491511
02-17 05:49:14.599  7746  7746 W ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 122491511 remaining callbacks: 0
02-17 05:49:14.604  7746  7746 D InsetsController: show(ime())
02-17 05:49:14.604  7746  7746 I ImeTracker: com.termux:b702e5a0: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
02-17 05:49:14.613  7746  7746 D ImeBackDispatcher: Register received callback id=122491511 priority=0
02-17 05:49:14.614  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@122491511 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@92497e6
02-17 05:49:14.638  7746  7746 I ImeTracker: system_server:7ef17d5: onShown
02-17 05:49:14.822  7746  7746 I ImeTracker: com.termux:cfa148c9: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 05:49:14.822  7746  7746 D InsetsController: show(ime())
02-17 05:49:14.822  7746  7746 I ImeTracker: com.termux:cfa148c9: onCancelled at PHASE_CLIENT_APPLY_ANIMATION
02-17 05:49:16.906  7746  7746 D ImeBackDispatcher: Unregister received callback id=122491511
02-17 05:49:16.906  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:49:16.933  7746  7746 D ImeBackDispatcher: Register received callback id=83901424 priority=0
02-17 05:49:16.933  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@83901424 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@8faf7ca
02-17 05:49:17.163  7746  7746 I ImeTracker: system_server:a0ce908f: onShown
02-17 05:49:17.401  7746  7746 I ImeTracker: system_server:4632e130: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:49:19.529  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 0
02-17 05:49:20.530  7746  7894 D BufferPoolAccessor2.0: bufferpool2 0x7b008d2398 : 0(0 size) total buffers - 0(0 size) used buffers - 2/7 (recycle/alloc) - 5/24 (fetch/transfer)
02-17 05:49:20.530  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 1
02-17 05:49:21.406  7746  7746 I ImeTracker: system_server:b3973057: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:49:31.871  7746  7746 D ImeBackDispatcher: Unregister received callback id=83901424
02-17 05:49:31.871  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:49:31.918  7746  7746 D ImeBackDispatcher: Register received callback id=18999614 priority=0
02-17 05:49:31.918  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@18999614 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@6db8d0f
02-17 05:49:32.190  7746  7746 I ImeTracker: system_server:e455c2ec: onShown
02-17 05:49:40.388  7746  7746 I ImeTracker: system_server:f13abf42: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:49:42.682  7746  7746 D ImeBackDispatcher: Clear (mImeCallbacks.size=1)
02-17 05:49:42.682  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:49:42.683  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 05:49:42.999  7746  7746 D VRI[TermuxActivity]: visibilityChanged oldVisibility=true newVisibility=false
02-17 05:49:56.996  7746  7746 D ViewRootImpl: Skipping stats log for color mode
02-17 05:49:57.002  7746  9756 D MediaCodecList: codecHandlesFormat: no format, so no extra checks
02-17 05:49:57.002  7746  9758 D CCodec  : allocate(c2.android.vorbis.decoder)
02-17 05:49:57.008  7746  9758 I CCodec  : setting up 'default' as default (vendor) store
02-17 05:49:57.009  7746  7895 D BufferPoolAccessor2.0: bufferpool2 0x7b008d2398 : 0(0 size) total buffers - 0(0 size) used buffers - 2/7 (recycle/alloc) - 5/24 (fetch/transfer)
02-17 05:49:57.009  7746  7895 D BufferPoolAccessor2.0: Destruction - bufferpool2 0x7b008d2398 cached: 0/0M, 0/0% in use; allocs: 7, 29% recycled; transfers: 24, 79% unfetched
02-17 05:49:57.009  7746  9758 I CCodec  : Created component [c2.android.vorbis.decoder] for [c2.android.vorbis.decoder]
02-17 05:49:57.009  7746  9758 D CCodecConfig: read media type: audio/vorbis
02-17 05:49:57.009  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
02-17 05:49:57.009  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
02-17 05:49:57.009  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
02-17 05:49:57.009  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
02-17 05:49:57.011  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
02-17 05:49:57.011  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
02-17 05:49:57.011  7746  9758 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.pool-ids.values
02-17 05:49:57.011  7746  9758 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 05:49:57.011  7746  9758 D CCodecConfig: c2 config diff is Dict {
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 coded.bitrate.value = 64000
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 input.buffers.max-size.value = 32768
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 input.delay.value = 0
02-17 05:49:57.011  7746  9758 D CCodecConfig:   string input.media-type.value = "audio/vorbis"
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 output.large-frame.max-size = 0
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 output.large-frame.threshold-size = 0
02-17 05:49:57.011  7746  9758 D CCodecConfig:   string output.media-type.value = "audio/raw"
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
02-17 05:49:57.011  7746  9758 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
02-17 05:49:57.011  7746  9758 D CCodecConfig: }
02-17 05:49:57.013  7746  9758 D CCodec  : [c2.android.vorbis.decoder] buffers are bound to CCodec for this session
02-17 05:49:57.013  7746  9758 D CCodecConfig: no c2 equivalents for durationUs
02-17 05:49:57.013  7746  9758 D CCodecConfig: no c2 equivalents for track-id
02-17 05:49:57.013  7746  9758 D CCodecConfig: no c2 equivalents for csd-1
02-17 05:49:57.013  7746  9758 D CCodecConfig: no c2 equivalents for flags
02-17 05:49:57.013  7746  9758 D CCodecConfig: c2 config diff is   c2::u32 coded.bitrate.value = 96000
02-17 05:49:57.013  7746  9758 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
02-17 05:49:57.013  7746  9758 W Codec2Client: query -- param skipped: index = 1107298332.
02-17 05:49:57.013  7746  9758 D CCodec  : encoding statistics level = 0
02-17 05:49:57.013  7746  9758 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t bitrate = 96000
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t channel-count = 1
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t max-input-size = 32768
02-17 05:49:57.013  7746  9758 D CCodec  :   string mime = "audio/vorbis"
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t sample-rate = 44100
02-17 05:49:57.013  7746  9758 D CCodec  : }
02-17 05:49:57.013  7746  9758 D CCodec  : setup formats output: AMessage(what = 0x00000000) = {
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t buffer-batch-max-output-size = 0
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t buffer-batch-threshold-output-size = 0
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t channel-count = 1
02-17 05:49:57.013  7746  9758 D CCodec  :   string mime = "audio/raw"
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t sample-rate = 44100
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t channel-mask = 1
02-17 05:49:57.013  7746  9758 D CCodec  :   int32_t android._config-pcm-encoding = 2
02-17 05:49:57.013  7746  9758 D CCodec  : }
02-17 05:49:57.013  7746  9758 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 05:49:57.013  7746  9758 W Codec2Client: query -- param skipped: index = 1342179345.
02-17 05:49:57.013  7746  9758 W Codec2Client: query -- param skipped: index = 2415921170.
02-17 05:49:57.013  7746  9758 D CCodecBufferChannel: [c2.android.vorbis.decoder#960] Created input block pool with allocatorID 16 => poolID 34 - OK (0)
02-17 05:49:57.014  7746  9758 I CCodecBufferChannel: [c2.android.vorbis.decoder#960] Created output block pool with allocatorID 16 => poolID 74 - OK
02-17 05:49:57.014  7746  9758 D CCodecBufferChannel: [c2.android.vorbis.decoder#960] Configured output block pool ids 74 => OK
02-17 05:49:57.021  7746  9758 D CCodecBufferChannel: [c2.android.vorbis.decoder#960] MediaCodec discarded an unknown buffer
02-17 05:49:57.021  7746  9758 D CCodecBufferChannel: [c2.android.vorbis.decoder#960] MediaCodec discarded an unknown buffer
02-17 05:49:57.021  7746  9758 D CCodecBufferChannel: [c2.android.vorbis.decoder#960] MediaCodec discarded an unknown buffer
02-17 05:49:57.022  7746  9758 I hw-BpHwBinder: onLastStrongRef automatically unlinking death recipients
02-17 05:49:57.065  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 05:49:57.065  7746  7746 D ImeBackDispatcher: updateReceivingDispatcher (mQueuedReceive.size=1)
02-17 05:49:57.065  7746  7746 D ImeBackDispatcher: Unregister received callback id=18999614
02-17 05:49:57.065  7746  7746 W ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 18999614 remaining callbacks: 0
02-17 05:49:57.069  7746  7746 D InsetsController: show(ime())
02-17 05:49:57.069  7746  7746 I ImeTracker: com.termux:3d070077: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
02-17 05:49:57.085  7746  7746 D ImeBackDispatcher: Register received callback id=18999614 priority=0
02-17 05:49:57.085  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@18999614 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@e2db8f4
02-17 05:49:57.110  7746  7746 I ImeTracker: system_server:bed1be80: onShown
02-17 05:49:57.300  7746  7746 I ImeTracker: com.termux:780cdebe: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 05:49:57.300  7746  7746 D InsetsController: show(ime())
02-17 05:49:57.300  7746  7746 I ImeTracker: com.termux:780cdebe: onCancelled at PHASE_CLIENT_APPLY_ANIMATION
02-17 05:49:58.919  7746  7746 D ImeBackDispatcher: Unregister received callback id=18999614
02-17 05:49:58.919  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:49:58.945  7746  7746 D ImeBackDispatcher: Register received callback id=83901424 priority=0
02-17 05:49:58.945  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@83901424 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@bb6eb78
02-17 05:49:59.170  7746  7746 I ImeTracker: system_server:ca7533ea: onShown
02-17 05:49:59.409  7746  7746 I ImeTracker: system_server:729915d3: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:50:02.011  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 0
02-17 05:50:03.012  7746  7894 D BufferPoolAccessor2.0: bufferpool2 0x7b008a2878 : 0(0 size) total buffers - 0(0 size) used buffers - 1/7 (recycle/alloc) - 6/24 (fetch/transfer)
02-17 05:50:03.012  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 1
02-17 05:50:03.407  7746  7746 I ImeTracker: system_server:1de06e31: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:50:52.267  7746  7746 D ImeBackDispatcher: Unregister received callback id=83901424
02-17 05:50:52.267  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:50:52.309  7746  7746 D ImeBackDispatcher: Register received callback id=157377600 priority=0
02-17 05:50:52.309  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@157377600 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@ce06645
02-17 05:50:52.587  7746  7746 I ImeTracker: system_server:1533db64: onShown
02-17 05:51:05.224  7746  7746 I ImeTracker: system_server:9e547dcd: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:51:06.715  7746  7746 D ImeBackDispatcher: Clear (mImeCallbacks.size=1)
02-17 05:51:06.715  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:51:06.715  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 05:51:07.028  7746  7746 D VRI[TermuxActivity]: visibilityChanged oldVisibility=true newVisibility=false
02-17 05:51:22.536  7746  7746 D ViewRootImpl: Skipping stats log for color mode
02-17 05:51:22.542  7746 10058 D MediaCodecList: codecHandlesFormat: no format, so no extra checks
02-17 05:51:22.543  7746 10060 D CCodec  : allocate(c2.android.vorbis.decoder)
02-17 05:51:22.546  7746 10060 I CCodec  : setting up 'default' as default (vendor) store
02-17 05:51:22.548  7746  7895 D BufferPoolAccessor2.0: bufferpool2 0x7b008a2878 : 0(0 size) total buffers - 0(0 size) used buffers - 1/7 (recycle/alloc) - 6/24 (fetch/transfer)
02-17 05:51:22.548  7746 10060 I CCodec  : Created component [c2.android.vorbis.decoder] for [c2.android.vorbis.decoder]
02-17 05:51:22.548  7746  7895 D BufferPoolAccessor2.0: Destruction - bufferpool2 0x7b008a2878 cached: 0/0M, 0/0% in use; allocs: 7, 14% recycled; transfers: 24, 75% unfetched
02-17 05:51:22.548  7746 10060 D CCodecConfig: read media type: audio/vorbis
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
02-17 05:51:22.549  7746 10060 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.pool-ids.values
02-17 05:51:22.551  7746 10060 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 05:51:22.551  7746 10060 D CCodecConfig: c2 config diff is Dict {
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 coded.bitrate.value = 64000
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 input.buffers.max-size.value = 32768
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 input.delay.value = 0
02-17 05:51:22.551  7746 10060 D CCodecConfig:   string input.media-type.value = "audio/vorbis"
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 output.large-frame.max-size = 0
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 output.large-frame.threshold-size = 0
02-17 05:51:22.551  7746 10060 D CCodecConfig:   string output.media-type.value = "audio/raw"
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
02-17 05:51:22.551  7746 10060 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
02-17 05:51:22.551  7746 10060 D CCodecConfig: }
02-17 05:51:22.552  7746 10060 D CCodec  : [c2.android.vorbis.decoder] buffers are bound to CCodec for this session
02-17 05:51:22.552  7746 10060 D CCodecConfig: no c2 equivalents for durationUs
02-17 05:51:22.552  7746 10060 D CCodecConfig: no c2 equivalents for track-id
02-17 05:51:22.552  7746 10060 D CCodecConfig: no c2 equivalents for csd-1
02-17 05:51:22.552  7746 10060 D CCodecConfig: no c2 equivalents for flags
02-17 05:51:22.553  7746 10060 D CCodecConfig: c2 config diff is   c2::u32 coded.bitrate.value = 96000
02-17 05:51:22.553  7746 10060 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
02-17 05:51:22.553  7746 10060 W Codec2Client: query -- param skipped: index = 1107298332.
02-17 05:51:22.553  7746 10060 D CCodec  : encoding statistics level = 0
02-17 05:51:22.553  7746 10060 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t bitrate = 96000
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t channel-count = 1
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t max-input-size = 32768
02-17 05:51:22.553  7746 10060 D CCodec  :   string mime = "audio/vorbis"
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t sample-rate = 44100
02-17 05:51:22.553  7746 10060 D CCodec  : }
02-17 05:51:22.553  7746 10060 D CCodec  : setup formats output: AMessage(what = 0x00000000) = {
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t buffer-batch-max-output-size = 0
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t buffer-batch-threshold-output-size = 0
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t channel-count = 1
02-17 05:51:22.553  7746 10060 D CCodec  :   string mime = "audio/raw"
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t sample-rate = 44100
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t channel-mask = 1
02-17 05:51:22.553  7746 10060 D CCodec  :   int32_t android._config-pcm-encoding = 2
02-17 05:51:22.553  7746 10060 D CCodec  : }
02-17 05:51:22.553  7746 10060 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 05:51:22.554  7746 10060 W Codec2Client: query -- param skipped: index = 1342179345.
02-17 05:51:22.554  7746 10060 W Codec2Client: query -- param skipped: index = 2415921170.
02-17 05:51:22.555  7746 10060 D CCodecBufferChannel: [c2.android.vorbis.decoder#935] Created input block pool with allocatorID 16 => poolID 35 - OK (0)
02-17 05:51:22.558  7746 10060 I CCodecBufferChannel: [c2.android.vorbis.decoder#935] Created output block pool with allocatorID 16 => poolID 76 - OK
02-17 05:51:22.558  7746 10060 D CCodecBufferChannel: [c2.android.vorbis.decoder#935] Configured output block pool ids 76 => OK
02-17 05:51:22.566  7746 10060 D CCodecBufferChannel: [c2.android.vorbis.decoder#935] MediaCodec discarded an unknown buffer
02-17 05:51:22.566  7746 10060 D CCodecBufferChannel: [c2.android.vorbis.decoder#935] MediaCodec discarded an unknown buffer
02-17 05:51:22.566  7746 10060 D CCodecBufferChannel: [c2.android.vorbis.decoder#935] MediaCodec discarded an unknown buffer
02-17 05:51:22.567  7746 10060 I hw-BpHwBinder: onLastStrongRef automatically unlinking death recipients
02-17 05:51:22.584  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 05:51:22.584  7746  7746 D ImeBackDispatcher: updateReceivingDispatcher (mQueuedReceive.size=1)
02-17 05:51:22.584  7746  7746 D ImeBackDispatcher: Unregister received callback id=157377600
02-17 05:51:22.584  7746  7746 W ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 157377600 remaining callbacks: 0
02-17 05:51:22.594  7746  7746 D InsetsController: show(ime())
02-17 05:51:22.594  7746  7746 I ImeTracker: com.termux:6345afdf: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
02-17 05:51:22.607  7746  7746 D ImeBackDispatcher: Register received callback id=157377600 priority=0
02-17 05:51:22.607  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@157377600 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@f871f7c
02-17 05:51:22.634  7746  7746 I ImeTracker: system_server:b34db926: onShown
02-17 05:51:22.839  7746  7746 I ImeTracker: com.termux:fbb7d732: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 05:51:22.840  7746  7746 D InsetsController: show(ime())
02-17 05:51:22.841  7746  7746 I ImeTracker: com.termux:fbb7d732: onCancelled at PHASE_CLIENT_APPLY_ANIMATION
02-17 05:51:27.550  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 0
02-17 05:51:28.555  7746  7894 D BufferPoolAccessor2.0: bufferpool2 0x7b00831378 : 0(0 size) total buffers - 0(0 size) used buffers - 2/7 (recycle/alloc) - 5/24 (fetch/transfer)
02-17 05:51:28.555  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 1
02-17 05:51:46.954  7746  7746 I ImeTracker: system_server:232b1320: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:52:14.596  7746  7746 I ImeTracker: system_server:ead6764: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 05:52:18.393  7746  7746 D ImeBackDispatcher: Clear (mImeCallbacks.size=1)
02-17 05:52:18.393  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f8337b5
02-17 05:52:18.393  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 05:52:18.708  7746  7746 D VRI[TermuxActivity]: visibilityChanged oldVisibility=true newVisibility=false
02-17 05:52:25.985  7746  7746 D ViewRootImpl: Skipping stats log for color mode
02-17 05:52:25.988  7746 10386 D MediaCodecList: codecHandlesFormat: no format, so no extra checks
02-17 05:52:25.989  7746 10388 D CCodec  : allocate(c2.android.vorbis.decoder)
02-17 05:52:25.992  7746 10388 I CCodec  : setting up 'default' as default (vendor) store
02-17 05:52:25.993  7746  7895 D BufferPoolAccessor2.0: bufferpool2 0x7b00831378 : 0(0 size) total buffers - 0(0 size) used buffers - 2/7 (recycle/alloc) - 5/24 (fetch/transfer)
02-17 05:52:25.993  7746  7895 D BufferPoolAccessor2.0: Destruction - bufferpool2 0x7b00831378 cached: 0/0M, 0/0% in use; allocs: 7, 29% recycled; transfers: 24, 79% unfetched
02-17 05:52:25.993  7746 10388 I CCodec  : Created component [c2.android.vorbis.decoder] for [c2.android.vorbis.decoder]
02-17 05:52:25.993  7746 10388 D CCodecConfig: read media type: audio/vorbis
02-17 05:52:25.994  7746 10388 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
02-17 05:52:25.994  7746 10388 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
02-17 05:52:25.994  7746 10388 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
02-17 05:52:25.994  7746 10388 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
02-17 05:52:25.994  7746 10388 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
02-17 05:52:25.994  7746 10388 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
